Id,SalePrice
1781,4513727218229.947
2397,4651937608314.459
2340,4074200946353.7266
1618,3979358050824.4736
2843,4179672421452.7676
1061,5051581393370.809
2786,3188836249714.065
1935,3423952629414.0684
1341,3782309004506.628
521,4156370342986.22
2136,3378008778692.532
996,4170337481427.343
227,3910934774468.2896
135,3574109551943.091
1167,4108345011037.413
294,4445728658916.665
1776,3858196211269.8145
540,3630318400646.3066
1717,3813972419793.542
2303,3167291954980.5625
116,3987387501181.105
127,3450272683921.37
1371,3956708178549.2783
1014,3664103429815.2793
1507,3705278045877.0923
702,4324640442427.984
750,4189068227646.964
261,3812741995600.3965
1559,3146995745346.809
577,4022463923744.8623
2812,4341943867250.2046
2080,3941903325018.4097
1368,3548518836150.0576
2376,3216193314127.548
659,3263986906363.5967
1235,3325510873994.3047
332,3356729699860.1504
1917,3370748056109.3145
2094,4788318550275.039
1460,5034542050029.237
1471,3886085813429.9863
1509,3648177239863.0195
1922,3469441100039.1206
433,4820257895467.469
460,3901517742338.669
1116,4076422741842.877
1137,3626730716136.7075
53,3595346591377.3647
2354,4970838093804.36
1475,3846682702744.6426
1761,6820578152281.923
842,3451609441214.7324
2739,3755263722881.277
2509,3718465174968.125
1007,4499582153619.628
2610,4232534080396.0083
1952,2966424815227.717
2719,4170199277189.844
2921,3485580471701.8506
1966,3485625472532.073
292,3857922390559.3174
1204,4486290866188.293
1829,4738299791832.078
2419,4066463322951.055
391,3772883471749.231
798,3623184907479.4517
481,4028266161041.0845
193,4594684153031.225
555,3310576523462.1636
899,3603011312709.6353
2357,4176298953979.7573
328,3246289454371.7266
1356,3303293214392.9424
1154,3158458554070.1577
1730,4030958714208.4307
2249,3337761948578.8125
1119,4644665933426.0625
2856,3723077540422.2695
1394,4165321808133.833
2587,3825221414513.3403
61,5089317399529.539
2661,4654737362424.672
2711,3256565400136.839
1147,4273516178464.3745
757,4084394738229.6055
2623,3660716934945.199
2378,3917427992895.4863
1413,3781482003661.577
1722,3800729344080.335
1112,4622430218022.51
1623,4257458955935.124
1201,4390754593395.3447
1513,3755820012098.131
957,4124024082429.033
1171,3928736042783.624
1145,4299659571467.2656
2726,4019961905213.0933
703,3872183232494.674
760,3051979701515.424
1964,3457208615507.216
2512,4044240405683.147
159,3507896901051.592
1281,4281892580307.7646
468,4132920982530.219
290,3179447826222.1724
665,3300466387738.623
1463,4984788645806.475
1792,4604816354131.358
923,3503610841695.229
500,5034766970887.043
1408,3723025423478.704
331,2849815586240.668
170,4251472717801.09
2192,3089192395408.4746
2571,5368958015907.771
2314,4038979201421.867
2647,3095708684476.8184
422,5295877343426.8
2457,4619836736048.286
1838,3782710615894.5615
2805,4565660894185.227
1645,3662269480697.6533
1711,5013375290878.4375
2825,4892444638942.921
322,4405062052352.123
2103,4193903477845.702
342,3256758046701.092
600,3229770177400.2183
488,4341845843349.4795
1725,4237345981674.7104
2246,4024734949670.3467
2847,4075428654546.76
806,4526230069725.056
530,4762560316825.083
963,3824149604375.142
2678,3469886574447.7476
171,3586242238047.868
2401,5196163284645.076
805,4385399643031.315
2259,5019229604007.712
1748,4021232654331.723
1361,3877165950885.4395
1677,3598145621568.646
1406,3422184024019.6216
2322,4612624559689.377
688,4296559702138.143
143,3520970169454.541
804,4350250129569.162
1214,3701977829184.6455
2828,3742552415426.9487
1999,4864299228654.064
2467,4234832110920.8994
2665,4316350414314.181
1538,6468588303878.77
398,3313626373606.7695
2822,3476066095330.7065
2157,3324788540601.717
1856,3830793134611.712
1269,3667326699927.155
2570,3418935774156.8906
2320,4533161429270.914
1517,3901099854331.815
2304,3210934253843.321
1312,3657743353923.4795
2012,3615551877987.6724
506,4379170443054.0903
2865,4732238851473.516
2367,3381830533206.625
554,3106393401772.683
238,3515455167173.2773
1954,3147845633580.5327
2488,4474395474438.62
2291,3503204930273.5195
1969,3498115099092.3
2725,3931116886073.538
1482,3327758638184.998
2763,4247880137454.166
503,4673038015062.882
1584,3840281141071.927
1531,4086609487904.973
2210,4355617829969.49
459,4269332461141.531
556,3390730306869.456
1347,4317919848191.3833
1290,2953035389210.6436
1388,3145763463383.6436
1571,4092584421860.311
2754,3822876772663.255
765,3434360332217.5215
2494,3315511372857.1904
2870,4671862397033.628
7,3803680992070.911
1114,4031129581300.3994
2418,5042148134043.215
291,5239210298243.094
18,4332321084029.4756
39,4294102853478.0376
1001,4035829672389.7573
2442,4862134422121.546
616,3573717455801.44
2680,3284403682995.2383
1414,3741143310592.8594
289,3992994516749.7983
40,4120873479768.8535
860,3355612306707.243
409,3350863252850.391
673,3980127382429.171
2427,3594851586978.3945
2036,4480743061835.066
2564,4170482147106.8096
642,4012783955606.4536
1008,4225306021820.031
1908,4284079257562.513
2519,3614257296308.6265
1369,3427827182093.586
2855,4132608097079.7827
712,3132788174882.8516
1943,3957735098327.032
1958,3291934170077.792
107,3254641181002.4097
2295,4260921357168.12
704,3657945112337.1094
676,3335076928007.128
259,4273577703447.281
93,4773834994930.715
106,4453324510980.514
2315,4329901081838.436
1050,3194054127732.783
1095,4027406961159.276
2709,3452030466413.032
758,4244904878555.003
1496,3975715000862.632
2370,3595080120199.666
2458,4028720051529.579
2733,3753680196484.4634
161,5814197743938.245
726,4234343330463.4893
845,3907896205643.5044
947,4664306144856.938
2232,3946308159654.4375
2563,3896495962413.328
2299,3889693245176.86
211,3521383002436.2915
605,4184538817916.9204
1478,3692696329273.3223
2247,4043948601392.002
2274,4042710717373.783
2869,4049763714064.9404
967,4620825378786.927
2656,3539832732673.0557
667,5150502541496.118
1042,3419293471774.951
2023,4309221460052.039
2447,5455265065525.798
2055,3221943488280.2285
2275,4227155386709.782
2204,3879905577208.659
1563,4028079849561.5576
483,3826889492611.169
796,3372700399453.1436
1526,4128402014977.018
2042,4235684960413.881
442,4311166262449.548
1693,5244248922133.222
1468,4472292673012.093
1430,4012502962940.883
2605,4969697938690.01
1529,3974742802446.2964
335,3442454666543.6973
1287,3901508550080.839
31,3507732148605.584
1785,4207094445351.6543
82,4123159501220.003
2620,3952508056332.1265
252,3809508828163.2285
721,3040384726349.408
2165,3750562538342.821
2316,4032370650706.6426
775,3343136220023.922
1558,3594350826111.882
17,4467148242211.551
1022,4051576047282.2104
925,3643548257712.1396
438,4255620896066.908
1270,3864840497605.666
1272,3304158722039.4385
215,4096565847012.4873
266,4460522403739.425
2402,4574459469972.126
1250,3454098272571.9424
1984,3779857605782.961
1279,4085515926453.3496
377,5247982353670.479
1252,4549880123857.553
2156,4619871562857.3125
499,5251425719124.204
1374,3600035801195.078
2898,5124747611965.952
401,3317582172154.2837
2721,4350520453781.6875
2078,4932916079809.154
2589,3308968095614.6885
1946,6242615889047.659
1334,3835147999469.882
2781,4081664092941.985
431,4474599233210.164
576,3609897289739.3496
1474,4319755122666.0703
2254,3298021645769.466
2155,4126427597414.8965
885,3998525570824.537
643,3309613309051.9736
1944,3487091172704.669
480,4147172273552.842
2845,3826028664840.3916
2387,5117972880031.121
2407,3794941689885.603
2527,4021968910045.294
2514,3672513372381.123
629,3740204826967.037
80,4289803825000.734
1876,3482566173283.547
1546,3587319428722.449
2518,3608411074157.9546
2347,3583684094564.669
783,3889292626448.611
1322,3460899535021.544
194,3020651803558.1562
1770,5031110807628.525
2143,3419655025210.8496
1229,4377899959052.101
511,4216864971439.3623
46,3804039318202.785
1348,4168552153769.3784
2465,4212900065775.066
387,4408242730289.377
873,3823912698617.0166
1918,3275066833549.5723
2764,4477077025490.25
2184,3428638495951.3154
934,3788435190763.8564
1920,3441862901663.743
2631,3806229994909.532
1768,6629685659927.729
2040,3636287454869.9297
1749,4551429484106.768
834,4154086366020.5176
1457,4710344419858.462
79,3115465651310.689
2302,3163546012251.481
1817,3349057205226.9995
2755,4158287426057.054
359,4051253419553.207
2059,3201880511255.867
2092,5017787298235.222
2516,3977805539684.6855
150,3377801472886.82
1656,4088066636214.9243
83,3394764289117.675
2411,3718097752155.4785
795,3387433747261.091
2312,4892802679880.636
2917,2844773170740.5044
1624,4103904465023.21
2215,5839347427843.184
1211,3442471558170.544
1485,3326771750255.4883
1024,3569866100531.3164
570,3823038900092.83
2874,3686759033587.8496
700,4856977483925.926
2756,3987394519212.004
2022,4810344909101.958
583,4539012204824.637
2392,5001937774051.77
2424,3802926201059.1455
212,3500382194239.995
736,3794997514576.658
1610,4519530545449.045
890,3589046185144.127
467,4030539317501.899
578,5263084312274.799
1747,3662220732949.552
1149,3643689446288.5596
2758,4165252004792.1836
857,3321838068324.6143
2219,5395032032621.219
733,3184361792625.546
2909,3853538529841.833
1798,4760505268837.799
235,4143128907528.2925
2366,3818195435747.9893
1027,3773179704992.0977
1195,3499440466260.8438
1303,2724075039191.5244
148,3902267769460.9785
608,3624068119211.66
2515,4325778191651.368
821,4176275643910.121
2500,4897396158313.965
745,3428872097030.71
741,3976595229508.672
1611,4258139902475.6875
2532,3317465332762.994
1081,3942614731075.285
1692,5235042609149.222
2520,3449981631569.5654
276,4232551263147.9365
1992,3982628214235.0996
663,2822448675982.1855
418,3202006812832.9946
1733,4319658669725.302
2359,3475819513023.92
253,3752680663959.959
1518,4314182302717.181
2035,3810680480654.58
2919,3356696602518.3657
1540,4835752105785.133
2120,3596548412526.2725
1674,3771427116509.724
256,3427213977976.107
2361,3179508135482.404
978,2975396877973.6753
2280,3409061876823.2866
2095,4618699112203.07
1709,5224098384568.178
2801,4677552983027.629
1246,3176643693795.996
2373,3390083036620.7124
1055,4155544412265.8076
2017,3660571507172.338
1099,4736485014490.158
1344,3420803180053.756
835,4611554054947.497
1117,3887524729871.635
2043,3040891785838.184
2085,3362422444010.0527
410,4018115132523.802
2650,3535390697690.496
2867,4268968617433.583
1668,3256923982941.8145
1161,3914777082566.3643
2122,3645406453652.787
2539,3533376798575.371
1047,3448575548480.463
1445,3288188754211.7163
541,3364253582534.994
569,4112895209735.355
1276,3220410745268.916
918,3703256194512.618
326,3847292884007.213
1936,3345958618435.977
895,3177372662613.7173
257,3509006981255.5547
1241,3839773904387.0684
1545,3325330501952.5547
1189,3744642986389.9814
270,3327637027919.214
2066,5475428667048.117
693,3831815995903.893
1259,4303156048999.3345
2916,3727015116348.782
2321,4726831581957.567
1977,3235113885066.2666
1895,3661336628401.7217
1240,3542647264049.155
85,3668368246586.3696
1823,3513407090714.479
825,4177026597553.677
110,3933375117629.296
697,4081640748583.878
2297,2995850112807.628
1231,3467620538329.8525
1355,3914070105335.759
968,4275078872861.6445
584,4774830309799.451
1315,4036470116781.41
1606,3493482760238.254
206,3225221417098.752
1685,4257844409443.5996
2016,3846695452647.754
869,4496483665795.428
2135,3298488633032.7617
2346,4105347767986.7515
2430,4023560700746.585
2198,3046310124471.563
2652,3352610973287.931
27,3307136901040.2573
241,3670263573128.9287
906,3553170796614.0225
1506,3463422606900.27
2098,5600549321708.9375
1435,3847796942440.763
2213,3870232108814.7324
1274,3767418234643.2285
743,3109831573935.6953
1737,3739589192360.172
2797,4842065930026.181
2185,3612547283314.49
58,4074436987398.8203
830,3759325919712.0137
808,4322896721406.4062
680,4247786328223.222
1153,3209428450408.8228
1291,4022994139855.3125
1818,4962717510072.561
2161,4104604684443.353
1883,3402508505564.8594
350,4740356603227.207
2473,3385406941895.155
295,4735703922246.749
293,5050613147332.499
859,3211713172769.828
288,3113065995182.499
1578,4055039388635.5664
102,4068327918929.911
2831,4226804406437.5967
1030,3759805021299.525
2551,3473197155186.62
1286,4318115306047.925
958,4192434751195.0674
776,3329922710224.49
72,3893796821341.7236
2263,4065288917066.3525
1866,3485242372434.5557
2876,2943269468998.125
2146,4749318121755.598
103,3991350371693.639
1500,3738917548750.76
492,4255520317013.24
167,3502517970115.5957
2597,3291275533970.0747
2685,3314538079209.793
1035,3419322955683.7627
1220,3216408990557.0635
2602,4083898971525.265
2159,4513794583423.7705
695,4283849153406.029
1109,4640736739400.77
640,3855125805814.6226
1652,3474646277363.965
2090,4301360880624.7524
1188,3965889483262.3027
2345,4945291554180.908
1059,5279933920494.183
2751,4528328431710.351
128,5020013298484.519
1523,4321825953017.57
2925,3713357729966.378
2145,4436964702689.633
1121,3858912190802.1216
566,5665752419736.191
565,4357259059035.0625
1331,4013469778749.187
2928,3223214504728.1055
156,3591753266224.6113
797,4299942992561.059
327,3494348327884.305
2859,3906759968375.1147
1453,3145135473014.1133
1762,5098762835946.83
1868,4104732434886.2686
1760,4180418195639.888
1113,4109986772366.1436
1812,4399934992485.453
117,4144598504505.4795
1142,4143332477956.5957
2342,4396288213943.9697
927,3392153543496.4062
2478,4486265221460.652
655,3123165563310.134
2064,3224911034553.4834
369,3896862327237.3267
2239,3281466525641.72
2732,3784936222856.9404
1653,3589002689148.8613
959,4371156511881.5723
2395,4949491949516.936
1412,3068019688410.816
271,4029328305718.4746
1484,3327758638184.998
1497,3587982316960.7266
552,4744124038065.746
2,3390167162197.6533
1855,4558498986073.035
4,4220520032518.2617
2292,3493565472695.5654
134,3452058496435.593
646,3433429720146.792
42,4156703812764.615
532,3983252880576.5547
713,3885179612532.5205
2561,3467001623131.1357
2360,3381905100334.8706
1333,3736609177676.7983
1407,4963470730704.863
2892,5097840434364.046
574,4286079506579.5977
1227,4182862845242.3853
2591,4670980454303.936
1476,3843917080491.2856
1125,4628182442859.018
1446,3324941436162.793
408,3695182506771.467
1101,4896569295065.636
2251,3863033984603.034
373,3776299577827.5054
2554,3306446671795.0015
2382,4162304462070.775
1985,3513100098817.5986
519,3800385166635.1807
1093,4338143305818.056
864,4796059069081.553
2889,3431490708569.626
2308,4225976632209.4956
986,3898806133823.1714
1302,4054313476587.51
585,3884308545869.8203
2708,3471140524665.9707
147,3448205869865.5293
1441,3905338326629.9824
383,4409950538597.758
285,3978636637544.1055
181,3577125106068.5
358,4005146786598.12
780,4505972025336.783
258,4264070637803.468
1865,4950227531103.391
692,3697757881316.7666
2902,4513991323717.951
508,4272944933291.5615
2638,3877439746381.3604
36,3913721222548.05
611,3900260055995.0933
2281,3467515417948.255
1678,3598021316763.457
1696,4806601329753.309
1557,3615736506892.558
2180,3999558795886.134
1726,3793837146451.4863
951,3293169299888.807
267,4709770062800.325
2706,3828657941861.6377
2221,4258821379044.309
1357,4402127506057.035
2901,4418601280174.855
347,4296614787263.207
2164,3701773216282.705
1586,4832934744899.14
360,3592916394080.222
1769,4523765584917.559
2617,4221497715346.9272
1879,3873161244434.7485
991,4565771102360.66
1535,3647878300314.283
1191,3861390420458.572
1579,4298154512191.875
1882,3376679034143.3574
1510,3952811618765.699
2196,4736441372161.387
1845,4069473140584.8804
2336,5416030039353.625
942,3502610592210.6294
861,3262418928719.7627
2555,3553267195252.408
1392,3590960289513.4346
2099,4193903477845.702
1543,3536276807171.8086
948,4696161987988.297
1239,3910811628987.613
22,3601241756972.3535
2796,4190423769428.837
2747,3642166660110.0547
92,4976756470265.3125
210,3910007697305.966
1858,3845277592399.8203
2228,3476174498349.54
447,3984137238711.7886
827,4058317940631.307
1649,4486308571980.689
682,3665697769005.7266
2698,3251337305403.617
494,4075827830792.8037
214,4161380476467.271
2441,4990425014550.252
2679,3417915766781.0103
1336,3442498103173.2007
465,4002827510434.8115
1524,3706243139221.3394
2543,3301453950351.302
631,3369937783421.148
2452,5141662170599.174
228,3876920297843.938
126,3859862522689.67
1092,3800302469547.452
1122,3829004356475.295
932,4266653998960.574
1980,3595802962856.081
2171,3315778086910.486
551,3929945328144.356
2768,3712296926917.4463
2056,3241659530000.378
1159,5182071643495.291
2645,4423836782400.881
1174,3978935360657.545
2266,4149050022468.554
2462,5062387018766.293
1219,3501296626953.1865
2922,4011099666204.1406
118,3569003347359.135
474,3578869810383.4805
2576,3581535872648.0176
872,4154411555064.932
1077,3811984786744.133
1536,3347071122391.077
1150,3310083370727.387
2341,4268730912468.976
1931,3679597607079.5894
2785,3278614214979.6655
2538,3320057012137.4014
597,4500158652994.866
464,4220072634316.8975
233,3937691449149.5625
2169,3281795620913.9224
2123,3919464625018.4346
1867,3642231081095.807
137,4478712835234.513
515,4532972479218.618
933,3531670622330.981
2784,3819640414892.8145
972,3609538125033.729
599,3634242495012.409
2614,3154050135052.175
2582,3420118648717.0566
1409,3979149367771.7544
175,3979943195441.7285
352,3885485308340.6787
976,3085528582566.8906
2134,4255448092582.434
984,3066604121666.9653
2396,4334005449360.866
1673,3226414527871.4844
404,3808762698574.0244
607,3796794380586.4272
814,3731576938157.602
868,4339538620981.442
2271,3900803266489.0674
1633,4596284307046.0625
337,4980395286450.474
2765,3772866807130.7314
1746,3982838604089.9814
368,4455814030060.238
2806,3833089726310.6406
1662,4319557738238.5586
1234,4533112622517.248
1373,3565571876910.6064
1672,3294622653374.563
1939,3240723658249.9966
